revenue,gender,age,engaged_last_30,lifecycle, days_since_last_order ,previous_order_amount,3rd_party_stores
19.99,,,,C,7.16,6.99,10
31.99,,,,C,22.13,626.621,10
827.97,1,54,0,B,1.26,1864.057,0
1149.98,1,39,0,A,0.39,2213.99,0
157.99,1,55,0,C,3.94,5010.408,1
42.88,1,63,0,C,3.52,410.93,1
795.36,1,56,0,C,6.45,2205.19,0
28.98,1,56,0,C,23.71,1584.02,10
849.99,,,,C,9.29,247,1
140,1,79,1,C,5.55,1616.154,10
632.39,,,,C,3.65,1335.09,10
336.752,1,86,0,A,0.61,1888.01,0
119.91,,,,C,15.71,3644.802,10
184.98,,,,C,20.74,1702.594,0
499.99,,,,C,13.32,5072.306,4
549.99,1,82,0,C,2.87,0,10
549.99,1,58,0,C,8.68,1845.252,4
337.97,,,,C,18.84,514.99,10
931.98,1,50,0,C,5.45,1936.49,0
84.97,,,,C,15.35,1239.609,10
538.97,,,,B,1.29,6014.42,0
779.28,,,,C,10.42,2293.689,4
420.41,,,,C,6.48,1974.95,2
28.99,1,63,0,C,8.52,1264.452,1
69.98,1,47,0,C,9.45,531.99,0
124.99,1,53,0,C,16.1,3361.994,0
411.59,1,83,0,B,2.45,2900.222,0
36.08,1,49,0,A,0.45,507.472,0
17.99,1,86,1,C,16.81,981.12,7
124.99,,,,C,6.42,2833.091,0
79.96,1,73,0,C,15.06,3026.985,10
44.99,,,,B,1.58,1844.578,0
590.97,1,56,0,B,3.45,4717.458,0
579.99,,,,A,0.35,904.537,0
120.66,1,79,0,C,21.26,1865.344,2
71.98,1,68,0,C,3.23,2884.647,1
487.52,1,68,0,C,5.58,1483.111,0
520.46,1,83,0,C,2.55,3379.461,0
140,,,,C,3.71,2832.696,1
70.97,0,69,0,C,19.9,6.99,10
133.96,1,71,0,B,2.42,0,0
31.99,1,68,0,C,13.29,1016.97,5
488.97,1,42,0,C,7.13,4569.576,0
66.98,1,61,0,C,3.29,838.97,6
99.99,1,52,0,A,0.94,7620.281,0
587.95,1,74,0,B,1.29,6397.353,0
320.97,1,70,0,B,1.84,932.25,0
88.17,1,85,0,C,17.84,862.98,10
588.486,,,,C,2.55,929.62,10
118.94,1,81,0,C,2.19,645.11,1
86.97,1,66,0,B,1.58,1529.087,0
80.97,1,67,0,C,2.84,2725.907,1
587.2,1,62,0,B,4.84,2692.55,0
74.98,1,58,0,A,0.13,5421.784,0
818.96,,,,C,14.06,4443.54,0
3286.22,,,,C,5.48,7803.272,0
1681.94,1,63,0,B,4.13,4914.618,0
1225.53,1,60,0,C,11.42,1625.24,0
140,1,79,0,B,2.1,1562.842,0
1307.26,,,,A,0.23,6854.52,0
150,1,57,0,C,6.84,1982.731,3
599.94,1,62,0,C,11.16,1258.694,0
179,,,,C,19.58,393.487,10
468.97,1,57,0,C,6.71,631.99,0
378.98,,,,B,4.03,2.95,0
399.99,,,,C,11.87,3174.751,0
159.99,,,,A,0.26,1051.95,0
518.96,1,46,1,B,2.1,1623.677,0
688.97,,,,C,23.45,6291.32,10
233.99,1,75,0,B,2.19,3204.648,0
4437.99,1,27,1,B,1.42,11597.9,0
122.98,,,,C,21.94,395.99,10
629.98,,,,B,2.84,3341.014,0
130.301,1,64,0,B,3.84,0,0
86.98,,,,A,0.71,1188,0
329.97,1,73,0,B,4.61,2886.86,0
43.19,,,,A,0.61,153,0
77.96,1,66,0,C,5.48,1674.604,2
625.96,,,,C,20.58,4172.157,0
1574.24,1,52,0,B,1.35,3534.97,0
107.95,1,61,0,C,8.35,1191.38,10
1765.01,1,86,0,C,0.13,1677.168,10
1,1,84,0,C,0.52,2171.2,10
74.99,1,75,0,C,2.29,859.081,0
66.98,,,,C,9.48,1264.07,3
89.99,,,,C,3.52,3108.63,1
88.17,,,,B,1.1,746.26,0
197.99,,,,A,0.29,4322.827,0
27.99,1,62,0,C,11.19,548.99,3
219,,,,C,17.13,3299,6
66.98,1,50,0,C,0.45,77.79,2
1515.87,1,,0,C,2.94,499.89,1
439.34,,,,C,14.1,510,0
15.99,,,,C,2.39,0,0
54.97,1,60,0,C,9.45,1590.394,1
99.99,1,40,0,B,1.68,3634.562,0
83.42,1,66,0,C,17.97,723,2
941.92,1,54,0,A,0.13,2111.369,0
39.98,,,,C,17,1097.614,10
609.73,1,80,0,C,15.55,6605.244,1
146.99,1,54,0,C,2.68,2721.694,1
110,1,64,0,C,7.13,3781.234,10
234.54,1,48,0,C,7.81,559.97,3
199.99,1,45,0,C,22.71,1523.611,0
78.98,,,,C,8.81,940.192,1
1,,,,C,13.77,1015.76,4
87.99,1,82,0,B,1.45,1362.49,0
71.96,1,44,0,C,10.94,0,2
62.97,1,59,0,C,7.94,679.99,0
55.98,1,87,0,B,1.94,1435.557,0
15.99,1,56,0,B,2.06,975,0
89.97,1,59,0,A,0.32,1503.97,0
179,1,89,0,B,1.58,1150.857,0
146.94,1,59,0,C,15,1656.96,0
149.99,1,85,0,C,4.35,1232.99,1
69.99,1,90,0,C,4.61,2106.477,0
79.99,1,62,0,A,0.48,572.42,0
27.99,1,57,0,C,8.77,1461.759,4
97.98,1,49,0,A,0.29,0,0
188.95,,,,C,19.45,785.98,10
139.99,,,,B,1.45,804.577,0
45.98,,,,C,5.97,1127.63,0
73.48,,,,C,11.77,607.449,10
59.98,1,59,0,C,4.65,3214.074,2
47.98,1,56,0,C,5.29,951.444,3
101.67,,,,C,8.42,1095.487,1
1163.95,1,,0,B,3.58,11597.9,0
59.99,1,69,0,C,3.1,1503.059,0
568.97,,,,C,15.87,1284.24,2
447.99,1,74,0,A,0.9,514.99,0
1165.94,,,,C,15.48,645.99,10
1054.06,1,66,0,B,2.16,2731.89,0
519.95,1,,1,A,0.42,202.94,0
198.688,,,,C,6.1,869.99,10
112.97,1,49,0,C,2.81,8,1
119.98,,,,A,0.13,2397.02,0
239,,,,C,16.45,848.866,10
673.99,1,55,0,C,18.42,1708.16,2
46.98,1,59,0,C,3,13.8,1
24.99,,,,A,0.55,714.99,0
149.98,1,66,0,A,0.35,1868.541,0
532.98,,,,C,6.06,625.98,0
47.49,1,29,0,C,10.03,473,1
206.911,1,79,0,C,12.16,2997.451,0
115.99,,,,C,5.71,669.98,0
875.76,1,97,0,C,15.1,0,1
429.96,1,42,0,C,10.65,3596.2,0
35.98,1,40,0,C,7.65,1929.06,3
59.99,1,55,0,B,3.71,2601.485,0
34.99,1,57,0,C,3,1281.94,6
74.99,,,,C,2.81,3774.791,0
87.99,1,36,0,A,0.45,8675.431,0
61.99,,,,A,0.48,5885.211,0
195.94,1,56,0,B,3.68,1501.04,0
146.99,1,41,0,B,4.74,1398.641,0
388.97,1,40,0,C,17.71,455.99,10
448.39,1,62,0,C,1.87,1941.024,1
59.99,,,,B,1.19,362.69,0
29.99,1,45,0,C,1,4989.571,2
429.99,1,43,0,C,12.48,3225.531,0
52.98,1,75,0,C,14.39,5584.789,10
429.23,1,59,1,C,20.87,2782.48,0
37.98,,,,B,3.06,1983.707,0
116.96,,,,C,6.13,2108.95,0
339.98,1,58,0,B,1.32,2858.4,0
535.98,0,61,0,C,14.52,2481.432,1
1114,,,,C,4.1,2465.95,1
514.99,1,49,0,C,11.16,4958.449,0
199,1,58,0,A,0.13,1853.664,0
303.99,1,80,0,A,0.74,1332.747,0
140,1,55,0,C,6.32,658.98,10
1842.58,,,,C,8.84,1812.95,0
79.99,,,,C,0.23,2586,0
119.99,,,,B,4.03,6778.084,0
112.46,,,,C,4.9,149,2
55.97,1,83,0,C,6.81,2090.6,3
417.88,1,77,1,C,16.71,2749.162,5
757.03,1,67,0,C,8.77,1153.55,10
348.98,1,80,0,C,15.39,1621.4,6
419.99,1,63,1,B,3.48,11597.9,0
219.99,,,,C,10.9,710.147,0
647.99,1,44,0,C,11.9,1731.65,5
647.98,1,35,0,C,15.39,0,10
100.76,1,42,0,C,9.45,84.99,10
342.99,1,49,0,C,13.71,627.01,6
1118.92,1,,0,A,0.48,10476.451,0
19.99,,,,A,0.48,334.99,0
107.15,,,,B,3.45,5846.007,0
66.98,1,73,0,C,4.9,1841.996,2
26.99,1,65,0,C,6.1,1124.252,2
368.95,1,77,0,C,11.55,823.99,10
188.92,0,55,0,C,7.87,1583.319,1
718.96,,,,C,7.52,6.99,3
57.98,1,72,0,C,16.13,1205.021,7
52.97,,,,B,1.39,730.767,0
29.99,1,42,0,A,0.48,2086.97,0
29.94,1,57,0,A,0.94,1490.577,0
33.99,1,49,0,C,2.39,1334.577,0
36.98,,,,C,3.39,1164.656,1
2445.98,,,,C,4.42,790.16,10
682.81,1,52,1,C,12.06,1674.522,0
78.98,1,51,0,C,7.26,2057.008,3
1194.52,1,63,0,C,11.16,626.487,10
325.97,,,,B,2.42,1842.98,0
821.23,,,,C,9.74,600.49,4
106.96,1,86,0,C,3.9,1243.999,1
369.97,1,54,0,C,7.71,854.97,3
107.06,1,48,0,C,9.55,2366,3
78.98,,,,C,21.77,1610.846,6
109.95,1,61,0,B,3.74,1166.96,0
119.99,,,,B,2.1,730.98,0
209.97,,,,C,4.45,852.577,1
239,1,70,0,C,5.71,767,5
57.98,1,68,1,A,0.13,1108.834,0
128.789,1,72,0,C,0.52,1179.41,2
128.96,,,,C,2.55,1617.107,1
667.94,,,,C,2.45,1702.084,10
129,1,51,0,C,11.42,2164.17,10
108.97,1,88,0,C,3.35,1816.067,1
805.51,1,51,0,C,6.58,2070.4,2
28.98,1,52,0,C,10.77,1221.28,0
490.24,,,,C,6.61,1974.082,0
89.99,1,44,0,A,0.13,3398.024,0
109.96,1,87,0,C,7.61,855.97,10
697.99,1,58,0,A,0.29,2435.371,0
508,1,35,0,B,3.9,1298,0
2073.76,,,,C,20.94,1324.09,1
74.98,,,,C,23.48,0,10
414.97,1,68,0,C,5.39,5174.21,0
522.96,,,,C,14.29,349.99,10
159,1,87,0,C,7.97,747.33,0
519.6,1,36,1,A,0.68,2404.947,0
239,,,,C,8.19,0,10
75.96,1,62,0,C,15.03,995.002,1
925.84,1,50,0,C,3.23,7665.564,1
25.99,,,,C,4.39,6.99,1
368.95,,,,C,15.32,3583.434,10
10.98,,,,C,11.19,460.99,0
1196.93,1,48,0,C,11.58,1267.27,0
17.99,,,,C,8.74,2538.34,1
127.96,1,64,0,C,5.1,361.05,1
17.97,1,62,0,B,2.23,4646.984,0
47.98,,,,C,5.19,0,0
850.99,1,68,0,C,7.87,1728.564,0
625.97,1,83,0,B,2.87,4112.577,0
37.98,1,68,0,C,0.61,2138.3,5
17.99,1,59,0,C,5.84,579.88,0
538.97,1,73,0,C,5.81,2728.067,0
469.99,1,69,0,B,1.71,1463.106,0
1340.95,,,,B,1.16,2370.95,0
478.99,,,,C,7,380.99,2
1724,,,,C,7.19,1142.99,0
373.19,1,90,0,C,8.26,2542.851,3
289.99,1,47,0,B,4.71,2474.46,0
199,,,,C,19.71,648.99,0
87.26,1,76,0,C,5.77,3203.93,2
140,1,69,0,C,10.74,11597.9,3
1,1,76,0,C,6.65,899.94,0
1031.37,,,,C,15,0,0
226.35,1,54,0,C,8.87,2329.9,4
811.49,1,38,0,C,10.23,971.94,0
149.99,1,46,0,C,9.26,6900,3
9.99,,,,C,9.65,2807.98,10
199.99,1,82,0,B,2.58,0,0
788.96,1,49,0,C,13.48,2949.32,1
39.99,1,36,0,A,0.97,1720.99,0
27.99,1,81,0,A,0.94,2228.87,0
164.98,1,69,0,B,3.26,4122.16,0
65.99,,,,C,10.13,3415.336,2
133.96,1,88,0,C,12.06,3330.432,5
36.98,1,81,0,C,5.19,62.94,10
59.99,1,81,0,A,0.32,4933.34,0
466.99,,,,B,1.9,1575.534,0
1274,1,49,0,C,10,6692.271,0
793.22,,,,C,20.29,3857.731,0
117.78,1,32,0,C,20.71,0,10
35.98,1,62,0,C,6.65,0,3
35.98,1,74,0,C,11.9,1358.337,5
265.14,1,41,0,B,2.1,3779.79,0
37.98,1,88,0,C,8.61,2685.124,2
35.98,,,,C,5.42,702.94,2
331.99,1,55,0,B,3.23,4466.971,0
84.56,1,79,0,A,0.77,3153.653,0
29.99,0,30,0,A,0.55,365.08,0
674.99,1,57,0,C,7.48,2502.4,0
4.99,1,31,0,C,17.71,548.31,5
1549.99,1,48,0,B,1.55,5999.777,0
114.98,,,,C,19.32,1978,10
29.99,,,,C,2.26,589.55,10
123.76,1,60,0,A,0.45,1505.967,0
109.99,1,55,0,C,2.71,926.49,1
34.99,1,70,0,C,2.84,1455.987,10
449.99,,,,C,20.23,1835.99,0
894.04,1,88,1,B,4.58,2002.49,0
538.97,,,,A,0.26,2463.92,0
86.38,,,,B,1.84,238.99,0
19.99,1,54,0,B,1.45,3096.99,0
27.99,,,,C,2.1,3154.49,10
1236.32,1,71,0,B,1.61,7612.621,0
560,1,57,0,C,0.97,7270.51,4
47.98,1,94,0,C,3.39,78.61,1
148.817,,,,C,11.61,4552.464,4
194.96,1,49,0,C,0.71,6010.194,10
1222.43,1,51,1,C,19.87,0,10
749.99,,,,B,2.77,616.234,0
369,,,,C,22,1221,10
797.99,1,77,0,C,17.87,1191.99,0
138.99,1,61,1,C,7.48,11597.9,0
144.98,1,33,0,C,9.87,1629.98,0
74.97,1,81,0,C,15.68,486,10
31.98,1,37,0,B,1.39,1777.529,0
54.18,,,,B,4.61,627.82,0
61.99,1,,0,A,0.26,149,0
399,1,82,1,C,15.97,3827.631,1
94.99,1,70,0,C,5.35,1292.521,1
669.15,1,57,0,B,1.58,9803.617,0
1181.61,,,,C,4.87,1349.796,10
149.99,1,55,0,B,1.48,4459.536,0
748.99,1,35,0,B,4.13,461.76,0
239,,,,C,2.16,999.456,10
476.99,,,,C,6.74,1150.427,0
221.98,1,,0,B,4.23,6567,0
1203.61,,,,A,0.26,2274.39,0
197.98,,,,A,0.71,1358.94,0
248.52,1,75,0,C,9.71,2098.062,10
202.11,1,79,0,B,2.94,7665.8,0
56,,,,C,5.35,0,2
429.87,1,68,0,C,15.35,2427.531,0
34.99,,,,B,1.55,796.08,0
677.15,,,,C,12.94,599.087,10
101.67,0,53,0,C,9.81,1378.75,4
340.61,,,,A,0.65,6913.643,0
104.99,,,,B,4.06,5851.201,0
120.56,1,84,0,C,13.06,1205.317,5
399.99,1,58,0,B,2.39,6910.98,0
179,1,79,0,C,5.81,1336.97,1
33.98,1,57,0,C,11.68,3170.105,5
115.99,1,74,0,C,14.58,1326.6,0
179,,,,C,22.74,0,10
91.77,,,,C,7.13,0,3
1185.27,1,87,1,C,2.81,0,10
1351.16,1,82,0,C,9.45,0,0
253.98,1,28,0,C,7.16,4456.075,1
79.96,1,50,0,B,4.45,3571.406,0
71.18,1,77,0,C,2.13,1211.452,0
142.16,1,75,0,C,8.52,1269.621,4
74.99,1,61,0,C,1.9,12,10
239,1,84,0,C,0.42,0,2
279.96,1,50,0,B,3.77,1278.69,0
1548.99,1,52,0,A,0.13,0,0
730.72,1,59,1,C,7.42,5374.809,0
682.98,1,73,0,A,0.29,2996.484,0
37.98,1,54,0,A,0.84,10226.962,0
140,1,50,0,C,2.32,1198.517,10
39.98,1,54,0,C,10.42,1024.912,1
224,,,,C,3.55,1048.992,1
60.97,0,,0,C,8.9,2421.81,0
107.95,,,,C,4.58,0,10
42.88,1,57,0,C,14.23,1265.97,0
55.97,1,42,0,C,4.03,869.52,1
64.98,1,59,0,C,23.45,2383.371,10
47.97,1,46,0,C,17.29,2512.678,10
607.95,,,,C,6.42,3538.699,0
479.99,1,82,0,B,2.87,3441.127,0
199.99,,,,A,0.65,502.57,0
1339.17,1,58,1,C,13.19,1168.99,10
57.97,,,,C,18.29,11.8,10
41.96,,,,A,0.45,2695.094,0
1153.18,,,,C,10.58,1401.5,5
703.97,1,,0,C,11.48,1182,0
129.95,1,82,0,C,2.45,1012.477,5
123.93,1,41,0,B,1.39,1000.98,0
110,,,,C,9.65,235.97,0
21.99,1,74,0,C,2.39,722.945,0
244.98,1,40,0,C,3.16,511.982,5
349.99,1,55,0,B,1.35,3647.144,0
548.68,1,49,0,C,5.61,915.34,10
269.93,,,,C,15.35,607.95,0
30.99,1,62,0,C,18.71,962.19,1
99.99,,,,B,1.29,2511.064,0
1482.57,1,53,0,B,1.84,2450.862,0
89.99,,,,A,0.29,2799.577,0
29.99,1,51,0,C,1.81,1572.99,2
67.98,1,56,0,A,0.9,478.99,0
761.97,,,,C,17.29,2274.98,1
112.98,1,51,0,B,1.16,1894.97,0
79.96,1,57,0,A,0.61,169.74,0
494.14,,,,C,20.9,2960.731,3
249.99,,,,C,11.61,913.18,0
123.96,1,72,0,C,11.16,74,2
61.98,1,65,0,C,10.13,1404.567,4
42.99,1,53,1,C,3.45,1052.11,1
420.41,,,,B,4.58,1677.521,0
977.99,,,,C,14.26,2057.014,0
76.98,,,,C,11.42,2141.411,3
290.64,,,,C,5.42,1755.559,2
87.26,,,,C,2.97,744,1
66.98,1,80,0,B,1.48,210.14,0
29.99,,,,C,10.74,2935.464,1
756.97,1,60,0,B,2.19,5630.81,0
2098.92,1,63,0,C,8.13,9555.717,3
30.99,1,49,0,B,2.1,0,0
89.98,1,71,0,C,4.94,1489.621,2
15.99,1,43,0,C,11.55,1113.98,0
1066.96,1,93,0,A,0.55,1217.28,0
149.99,,,,C,3,0,1
89.99,,,,C,10.84,0,1
296.94,1,75,0,C,5.74,2332.024,2
19.99,1,49,1,C,10.81,11597.9,0
479.97,1,57,0,C,11.19,701.83,0
175.99,,,,C,12.77,2281.242,5
538.97,,,,B,1.9,2823.647,0
171.96,1,75,0,C,15.77,1903.23,1
521.98,,,,C,14.61,2787.172,0
251.701,,,,C,20.45,5641.541,1
365.97,1,63,0,B,2.97,569.99,0
39.98,1,86,0,C,4.65,1725.247,2
15.99,1,51,0,C,2.52,0,1
66.98,1,66,0,C,14.1,1520.59,6
112.97,,,,C,8.97,4.99,2
272.98,1,65,0,C,22.35,1445.15,0
866.36,1,50,0,B,2.39,397.99,0
39.99,,,,B,1.52,1070.8,0
102.96,1,59,0,C,7.16,3236.399,2
849,,,,C,8.13,868,0
63.17,1,50,0,C,6.26,1094.41,0
851.37,,,,C,8,2412.464,0
109.99,1,61,0,B,1.1,1934.34,0
35.99,1,69,0,C,7.61,725.99,10
45.98,1,25,0,C,5.84,1301.26,0
1197.99,,,,B,3.29,2811.97,0
639.97,,,,C,17.23,4893.632,0
36.98,1,52,0,C,4.55,2642.547,2
738.86,,,,C,11.39,3250.59,5
64.99,1,39,0,B,1.61,741.14,0
109.95,,,,C,8.32,2291.591,0
464.29,1,51,0,C,8.42,1977.73,3
182.36,1,60,0,C,6.1,6389.694,0
349.99,,,,C,0.9,519.99,10
209.97,1,53,0,C,19.1,0,5
928.96,1,52,0,C,6.55,828,0
129.95,1,65,0,C,0.13,648.98,4
251.879,,,,B,4.9,1212.07,0
16.99,,,,C,12.35,5092.654,0
368.95,1,59,0,B,2.77,2226.92,0
145.97,,,,C,6.03,2617.539,0
518.94,1,63,1,B,1.9,6723.782,0
300.95,,,,A,0.26,4298.44,0
709.29,1,60,0,B,1.71,1118.4,0
877.96,,,,C,6,1191.98,0
91.99,,,,A,0.9,6349.505,0
555.98,,,,C,9.45,2770.092,4
116.96,,,,C,12.74,2.95,10
759.95,1,97,0,B,3.77,7992.784,0
66.82,,,,C,4.16,2739.582,1
239.97,1,48,1,B,1.23,8.99,0
31.98,1,59,0,C,7.61,4915.555,1
239,,,,C,5.23,65.99,10
603.99,,,,B,2.45,5156.444,0
17.99,1,79,0,C,3.16,582.97,0
136,,,,C,10.61,490.29,10
154.17,,,,C,10.52,3254.941,3
239,1,83,0,C,5.48,2688.111,10
844.99,1,55,0,C,9.61,2083,4
129,,,,C,5.55,2397.48,10
111.96,1,75,0,C,5.77,857.99,10
1064.5,1,62,0,C,12.48,4445.537,5
299.97,,,,C,18.52,1725.85,10
657.97,1,45,0,C,8.55,576,2
143.7,1,71,0,C,16.52,14.89,0
140,1,60,0,B,2.39,4485.149,0
159.99,,,,C,19.1,1949.49,0
16.99,1,61,0,C,3.61,5663.71,1
129,,,,C,13.39,823,10
19.99,,,,C,15.61,2090.484,1
488.97,1,50,0,C,15.61,1391.99,10
139.95,1,,1,C,4.39,681.99,1
1838.99,,,,C,22.61,576.99,10
399.99,1,86,0,C,6,1404.594,10
99.99,1,69,0,A,0.16,3949.69,0
239,1,59,0,C,16.45,809.1,2
952.57,,,,C,18.84,2683.83,0
186.95,1,87,0,C,7.39,2186.147,3
609.99,1,68,0,C,7.97,1520.712,0
439.99,,,,C,16.77,3693.63,0
1011.12,,,,C,11.45,410.2,0
914.09,1,86,0,C,5.48,1170.49,2
94.55,,,,A,0.87,7207.984,0
66.97,1,68,0,C,2.77,5272.014,1
52.98,,,,C,12.68,3.5,5
462.98,1,38,0,B,1.45,360,0
100.98,1,83,0,C,17.16,7407.204,0
66.98,1,74,0,C,4.87,3410.802,2
218.05,1,71,0,C,19.87,3287.911,2
80.99,,,,B,1.58,2508.17,0
59,,,,C,20.48,1274.85,10
0.09,1,,0,C,2.58,1457.08,0
239.25,,,,C,5.77,7406.87,2
167.92,1,87,0,C,12.65,74.99,5
92.02,1,77,0,C,9.74,2031.57,4
39.96,1,67,0,A,0.35,4593.674,0
71.18,,,,C,14.16,1718,5
29.99,,,,B,3.06,1843.01,0
31.99,,,,C,15.16,624.99,5
1098.96,1,56,0,C,6.16,8592.698,0
43.19,1,63,0,C,2.1,3841.596,0
79.99,,,,C,23.32,2349.26,0
208.99,1,54,1,A,1,4041.191,0
99.99,,,,C,19.61,1112.99,10
899.61,1,41,0,C,5.16,0,0
129.99,,,,C,18.42,5002.084,0
96.96,,,,C,7.23,3419.78,0
239,1,66,0,C,5.9,587.14,0
167.38,,,,B,4.84,1349.574,0
548.99,0,53,0,C,4.03,0,10
1127.02,,,,C,8.65,1045.52,0
206.35,0,48,0,B,4.58,5477.02,0
822.94,1,60,0,C,22.97,2194.55,0
30.99,1,62,1,C,5.26,119,2
89.31,1,71,0,B,3.52,929.449,0
72.99,,,,C,8.52,0,4
69.99,1,63,0,C,21.16,3742.394,0
46.74,1,50,0,A,0.23,1524.98,0
119.99,,,,C,15.16,0,0
29.99,,,,C,3.97,541.99,1
149.97,,,,C,23.61,916.09,10
549.99,1,45,0,C,17.68,4824.9,1
170.77,,,,A,0.45,689.56,0
1377.94,,,,C,8.13,3506.6,0
832.97,1,45,0,C,13.06,3518.751,0
144.99,1,31,0,C,9.35,686.93,1
35.99,1,77,0,B,1.97,2583.279,0
347.46,1,49,0,C,7.16,1366.141,1
331.93,1,76,0,C,4.45,744.98,1
140,1,87,0,C,10.19,1732.246,2
78.98,1,64,0,C,20.71,747.799,10
349.99,,,,C,8.9,1991.96,3
110,1,71,1,B,1.13,766.98,0
3400,1,57,0,C,9.97,224.94,0
702.13,1,46,0,B,4.55,7767.53,0
29.99,,,,C,5.97,1162.604,2
129.99,,,,C,4.71,729.07,1
59.99,,,,A,0.13,4622.802,0
39.98,1,93,0,C,7,3618.3,1
1077.95,,,,C,10.19,3968.984,0
239,1,83,0,B,3.45,3183.748,0
189.98,,,,C,12.13,651.98,0
364.98,,,,C,19.55,1211.2,0
1513.96,,,,C,11.29,4856.014,0
82.99,1,48,0,B,3.94,5856.353,0
89.98,1,64,0,B,4.42,2103.107,0
122.98,1,64,0,A,0.32,4551.377,0
772.99,,,,B,1.19,3578.55,0
2064.7,,,,A,0.13,11597.9,0
27.99,1,63,0,B,1.45,1376.99,0
140,,,,C,1.58,937.232,0
98.97,1,43,0,C,0.84,1367.544,10
785,1,54,1,C,5.65,3690.666,10
116.06,1,81,0,B,3,1753.509,0
140,1,62,0,B,2,2284.354,0
352.79,1,79,0,C,3.45,0,1
259,1,58,1,C,11.65,2087.69,0
270.46,,,,C,5.32,6080.95,2
19.99,,,,C,18.61,1006.082,5
239,,,,C,11.52,2688.004,5
39.95,,,,C,7.06,706.98,0
110,0,55,0,A,0.77,5343.711,0
1133.97,1,58,0,C,16.06,3800.871,0
36.98,1,57,0,C,7.23,638.577,2
342.99,1,71,0,C,5.32,129,2
62.97,1,64,0,C,10.58,2779.627,5
49.99,,,,B,1.81,743.98,0
812.99,,,,B,4.71,3039.56,0
189.99,1,36,0,C,10.55,1776.162,5
674.87,1,60,0,B,5,2133.71,0
239,,,,B,3.58,1409.99,0
77.98,1,73,0,C,20.58,1946.598,1
115.6,,,,C,10.65,3136.424,1
239,,,,C,9.45,1874.09,10
698.96,1,68,0,C,20,2842.92,0
649.99,,,,A,0.29,1740.63,0
71.96,1,81,0,C,4.45,744.604,1
288,1,50,0,B,4.55,4002.876,0
49.98,1,71,0,C,3.23,2253.63,1
447.2,,,,C,13.39,2162.456,0
31.96,1,67,0,A,0.35,2121.522,0
267.99,1,57,0,C,23.13,1082.51,0
423.56,,,,C,16.42,3227.54,0
502.95,1,61,0,C,8.87,2793.9,3
399.96,1,55,0,C,8.29,1790.187,10
24.29,1,,0,C,9.81,2312.88,0
51.2,1,65,0,C,13.94,1260.111,10
269,1,66,1,A,0.87,250.99,0
205.98,1,64,0,C,6,1781.98,2
824.9,1,57,0,C,5.1,802.23,1
1122.94,1,90,0,C,12.35,2051.131,0
349.95,1,45,0,C,18.26,0,2
34.98,1,50,0,B,4.97,1639.417,0
352.79,1,57,1,C,6.48,11597.9,0
176.98,1,73,0,C,10.13,2964.74,0
91.99,1,42,0,A,0.13,11597.9,0
68.98,,,,C,13.77,2013.982,6
507.97,1,38,0,B,4.13,804.2,0
219.94,1,70,0,C,7.65,2681.502,3
77.97,,,,C,20.87,1508.99,10
239,1,76,0,B,3,1562.807,0
17.98,,,,C,17.74,740.98,10
70.97,1,91,0,B,1.13,3708.497,0
366.6,1,50,0,C,11.19,858.97,1
98.97,1,62,0,C,15.9,982,1
140,0,66,0,B,4.87,1782.75,0
802,1,54,0,C,16.23,1372.99,2
599.99,,,,C,5.45,2537.594,2
74.99,1,67,0,C,13.58,1345.98,4
52.98,1,56,0,A,0.48,2282.734,0
978.94,,,,C,5.06,701.98,10
686.94,1,30,0,C,7.35,3086.21,1
382.804,1,70,0,B,2.23,1804.07,0
179.99,1,79,0,B,2.52,1742.59,0
70.97,1,59,0,A,0.19,877.577,0
35.98,,,,C,16.68,1285,7
88.17,,,,C,9,2819.942,0
66.98,1,82,0,C,15.23,3500.853,6
69.99,1,70,1,C,5.58,8967.02,0
613.93,0,51,0,B,2.61,1221.98,0
67.66,1,49,0,C,11.61,2043.112,5
1602.75,,,,C,10.81,1687.494,10
59.99,1,44,0,B,1.13,3855.02,0
74.97,,,,C,4.81,4868.301,6
99.796,,,,B,1.16,3034.712,0
299.99,1,77,0,C,19.13,2045,7
319.94,1,43,0,B,1.39,2567.5,0
280.99,1,62,0,C,7.68,7832.51,0
2586.6,1,43,0,A,0.26,2087.611,0
1028.45,1,68,0,C,10.06,1173.38,0
1681.9,,,,C,22.48,817.152,7
109.97,0,53,0,C,9.81,0,0
239,1,79,0,C,0.16,1424.65,10
45.98,1,58,0,A,0.61,3109.877,0
165.98,1,51,0,B,1.32,614.577,0
222.56,,,,C,11.16,4105.394,0
551.95,1,34,0,C,3.16,2634.076,1
201.95,1,85,0,B,1.13,3795.04,0
538.98,1,76,0,C,17.48,2702.242,2
88.97,0,77,0,C,18.52,228.95,10
87.26,,,,C,2.68,1693.602,1
139.99,1,86,0,B,3.61,2168.82,0
379,,,,C,9,1250.12,0
348.95,,,,C,0.19,2242.711,10
357.48,,,,C,16.74,1478.039,10
140,1,85,0,C,7.16,3781.601,10
547.98,,,,C,6.94,7523.9,3
49.99,1,55,0,C,20.06,4621.06,10
999,,,,B,1.23,690.93,0
795.75,,,,C,15.35,7323.21,6
299.99,1,66,0,C,19.94,7915.614,0
459.98,,,,C,10.52,6.99,0
1071.75,1,44,0,C,11.03,3434.2,1
