revenue,gender,age,engaged_last_30,lifecycle, days_since_last_order ,previous_order_amount,3rd_party_stores
139.96,1,79,0,B,1.61,2423.331,0
657.98,1,56,0,C,5.35,1225.99,2
69.99,,,,B,2.32,8929.432,0
547.97,,,,B,3.58,0,0
140,1,80,0,C,10.68,1635.74,5
41.98,,,,C,7.26,0,3
299.99,1,53,0,C,18.65,0,0
239,,,,C,18.48,1349.477,10
208,1,65,0,C,13.74,7604.373,0
86.38,1,80,0,A,0.9,771.98,0
30.97,1,83,0,C,11.26,7426.054,3
66.98,1,49,0,C,11.61,2748.774,0
876.96,1,90,1,C,7.23,5.5,0
54.97,1,69,0,C,15,139.99,6
150.95,,,,C,14.9,723.174,10
98.97,1,80,0,C,12.45,2193.956,5
157.96,,,,C,3.26,1073.46,10
408.99,,,,C,23.1,1227.99,0
42.28,1,65,0,B,4.16,4030.442,0
576.97,1,63,0,A,0.19,1132.93,0
835.29,1,49,0,C,16.84,646,0
576.97,,,,C,6.97,5827.967,0
319,1,53,0,B,4.39,3533.494,0
1299.98,,,,B,1.32,0,0
53.18,1,74,0,B,3.16,1322.567,0
2439.3,,,,B,2.55,2164.98,0
78.98,1,62,0,C,13.77,0,6
159.4,,,,C,7.97,1135.01,2
119.99,1,60,0,C,21.87,11292.04,10
1192.39,1,74,0,C,23,6554.905,5
652.14,1,53,0,A,0.16,4643.82,0
599.33,,,,C,19.39,1217.457,0
170.91,1,38,0,A,0.29,1679.39,0
179,,,,A,0.13,1670.97,0
560.25,1,46,0,C,12.03,1386.931,0
488.97,,,,C,13.94,869,4
329.98,,,,B,1.45,5871.801,0
174.98,1,51,0,C,1.48,504.23,10
280.453,1,75,0,C,11.52,2519.372,0
278.97,,,,C,16.19,3110.97,7
891.19,1,46,0,C,6.48,1691.97,0
156.99,1,63,0,C,5.29,3365.82,0
53.99,,,,C,21.68,1506.156,10
165.93,1,48,0,B,1.55,7387.26,0
119.95,1,32,0,C,21.9,896,0
87.26,1,46,0,C,13.74,3201.194,2
249.99,1,54,0,C,18.52,1883.97,0
32.99,,,,B,2.84,2792.564,0
44.99,,,,C,7.13,377.89,0
200.13,1,52,0,C,11.39,3336.57,0
54.99,1,47,0,A,0.13,480.77,0
299.95,1,58,0,B,2.45,2866.522,0
867.96,1,49,0,A,0.97,3842.474,0
578.99,,,,C,3.23,3250.807,10
2244,,,,C,14.9,2476.73,10
159.98,1,51,1,B,4.03,11597.9,0
263.99,1,72,0,B,4.16,863.64,0
279.99,1,,0,C,9.42,484.74,0
2485.98,,,,B,2.74,4499.52,0
97.97,1,64,0,C,3.52,647.47,8
92.97,1,64,0,C,7.32,1791.03,3
1068.96,,,,C,7.52,2393.98,0
265.96,1,51,0,C,3.52,5007.094,1
688.96,1,44,0,C,6.23,10271.229,0
815.98,,,,C,17.68,636.98,3
17.99,,,,C,23.52,1151.95,10
580.15,0,55,0,C,6.26,1836.19,0
129,,,,B,2.35,5790.43,0
1606.01,,,,C,11.97,4396.34,10
39.98,1,62,0,C,0.13,2475.927,10
1384.2,,,,C,17.94,2466.51,1
2622.58,,,,C,8.45,4737.94,1
1521.85,0,64,0,C,8.32,856.2,0
35.98,1,64,0,C,4.48,3365.101,1
556.27,,,,C,17.55,461.95,0
436.19,,,,C,21.81,497.94,10
62.97,1,56,0,C,10.13,51.95,4
249.99,1,62,0,C,0.61,2813.45,10
199,0,57,0,A,0.13,4300.79,0
116.06,,,,C,6.55,422.99,3
23.99,,,,C,23.45,842.337,10
936.92,1,47,0,B,2.52,7273.758,0
288.23,1,60,0,C,10.32,5651.911,0
428,,,,C,2.65,0,0
99.99,,,,B,1.97,4927.604,0
92.97,1,76,0,C,3.32,3303.19,1
240.78,1,86,0,A,0.26,713.09,0
183.96,,,,C,4.42,2799.98,2
180.46,,,,C,23.29,2237.38,0
149.97,,,,A,0.61,3470.022,0
713.96,1,65,0,C,20.42,5150.71,0
1026.96,1,28,0,C,10.29,493.74,0
124.16,,,,C,22.45,497.98,10
239,,,,C,19.94,5496.488,5
140,,,,C,11.55,2906.584,3
109.95,1,68,0,B,1.84,2706.77,0
59.99,1,82,0,A,0.48,0,0
769.93,,,,C,12.1,3874.824,10
45.58,,,,C,0.61,0,10
203.97,1,54,0,B,3.84,2397.662,0
133.96,1,52,0,A,0.42,4446.726,0
231.98,,,,B,2.61,1539.34,0
66.98,,,,C,8.55,781.93,10
258,1,61,1,C,4.58,1890.97,3
316.18,1,38,0,B,4.13,2885.18,0
140,1,64,0,C,10.65,1603.53,0
599.98,,,,C,4.03,1841.754,1
54.97,,,,C,17.35,2193.69,10
74.98,,,,C,8.29,0,10
699.99,,,,B,3.81,4143.909,0
964.93,,,,C,8.68,8875.435,4
59.99,1,42,0,C,3.87,2557.377,1
922.98,1,51,0,C,21.71,16.99,10
33.98,,,,A,0.9,2342.05,0
239,,,,B,4.94,513,0
92.94,1,94,0,B,3.94,2997.929,0
141.98,,,,C,14.26,3812.252,0
19.99,1,71,0,C,1.16,1071.78,3
89.99,0,27,0,C,9.65,1277.95,1
699,,,,C,22.1,9481.876,1
69.95,1,70,0,B,1.84,1847.841,0
159.95,,,,C,8.42,0,3
66.98,1,42,0,C,20.16,1287.654,10
649.99,1,50,0,C,3.74,1778.794,3
880.73,,,,C,8.48,9056.59,0
239,1,45,0,C,5.94,1252.577,3
32.99,1,83,0,C,4.87,646.98,2
119.99,1,62,1,B,1.52,1736.87,0
34.99,,,,A,0.13,3262.93,0
435.97,1,50,0,C,6.13,584.41,3
1099.99,1,65,0,B,4.39,0,0
781.6,1,47,0,B,3.32,4356.717,0
73.96,1,51,0,C,12.81,2172.113,0
167,,,,C,0.52,972.52,10
140,1,77,0,C,10.03,1675.642,10
960.04,1,61,0,A,0.29,3435.71,0
34.95,1,54,0,C,19.19,4.99,0
477.99,,,,B,2.68,19,0
56.99,1,72,0,A,0.23,2174.922,0
47.98,1,54,0,C,7.65,3659.017,0
140,1,65,0,C,3.84,2413.297,1
222.26,1,59,0,A,0.68,9096.529,0
44.99,1,62,0,B,1.65,2044.3,0
35.99,,,,A,0.19,1706.067,0
78.26,1,81,0,C,6.65,1606.45,1
98.97,1,50,0,C,4.97,5376.8,2
417.96,,,,A,0.39,32.99,0
625.97,1,62,0,B,1.68,0,0
129,,,,C,15.13,821.519,10
449.99,,,,C,5.42,8213.702,6
562.95,,,,C,13.16,919.99,10
36.98,,,,C,3.94,59.99,1
140,1,77,0,C,5.94,2604.885,6
1006.33,,,,C,20.74,1258.324,0
87.97,1,80,0,C,6.61,1116.19,0
239,,,,C,6.87,1051.149,10
159,1,67,1,C,11.1,0,2
99.99,,,,C,7.32,1718.24,3
280.97,1,84,0,A,0.13,7269.2,0
385.97,,,,A,0.16,1039.18,0
52.98,,,,B,1.23,1995.261,0
910.54,1,77,0,C,4.29,3514.699,0
129.99,,,,C,5,8300.87,2
755.98,1,54,0,C,10.19,4292.834,4
18.94,1,78,0,B,2,3342.484,0
63.98,1,79,0,C,7.13,1486.938,10
399.98,1,72,0,C,8.81,819.637,0
75.96,1,85,0,C,21.61,656.952,10
41.98,1,75,0,C,15.35,0,0
128.96,1,52,0,A,0.23,6852.812,0
2393.98,1,54,0,C,18.87,4274.534,0
272.82,,,,C,15.29,138.38,6
763.21,,,,A,0.97,1967.727,0
110.99,1,63,0,B,4.84,1400.567,0
89.96,1,85,0,C,16.94,1488.018,10
394.98,1,61,0,B,4.48,5039.581,0
19.99,1,73,0,B,2.32,89.99,0
29.99,1,60,0,C,8.16,5422.58,0
824.15,1,52,0,C,21.74,1358.251,0
69.99,1,56,1,C,12.71,3534.95,2
645.83,,,,C,19.1,4.95,10
758.76,,,,A,0.16,6637.93,0
880.04,1,45,0,A,0.42,10604.271,0
588.97,,,,B,4.06,743.24,0
275.035,,,,C,10.97,838.99,2
119.94,1,63,0,C,5.42,2216.314,2
1088.96,1,59,0,B,3.03,481.99,0
59.37,1,76,0,C,21.39,737.945,10
34.99,,,,B,2.03,2460.98,0
163.98,,,,C,7.65,2577.521,1
39.98,,,,B,4.58,1341.046,0
14.99,1,56,0,C,14.61,6219.662,0
378.98,1,63,0,A,0.32,4544.75,0
289.97,,,,C,13.42,1218.48,0
15.99,1,65,0,B,2.16,931.3,0
61.16,,,,C,0.45,842.97,1
2013.57,1,76,0,B,5,3664.95,0
59.99,1,49,0,C,7.39,440.99,10
219.98,,,,B,2.87,2135.91,0
89.07,1,71,0,C,8.81,0,4
677.98,1,57,0,C,14.29,687.99,6
45.98,1,75,0,C,1.61,1769.471,1
54.99,1,49,0,A,0.13,6699.05,0
140,,,,B,2.16,1724.72,0
1255.79,1,42,0,C,7.35,839.99,1
1445,1,40,0,B,1.48,0,0
538.98,0,49,1,C,16.68,1820.15,0
338.99,1,71,0,C,9.42,1051.509,10
998,,,,C,22.45,5169.804,0
888.97,1,33,0,C,5.39,706.99,0
429,1,48,0,C,5.42,4932.818,0
65.97,1,34,0,C,13.65,2356.922,10
557.99,1,56,0,B,5,1654.227,0
112.97,1,53,0,C,10.42,0,2
149.99,0,50,1,A,0.23,794.98,0
1028.96,1,42,0,C,6.03,4752.924,0
2498.01,1,63,0,B,1.94,2980.99,0
63.99,1,86,0,C,8.35,2489.984,1
1164.95,1,55,0,B,3.94,7647.395,0
391.98,,,,B,2.58,1678.99,0
1135.64,1,86,0,C,20.42,3060.98,10
547.38,1,48,0,C,7.97,1545.574,0
738.97,1,81,0,B,2.48,2960.956,0
149.99,1,65,0,B,4.58,350.99,0
69.95,,,,C,5.68,1383.52,0
72.98,,,,A,0.13,3284.28,0
140,1,68,0,C,2.29,908.32,0
723.71,,,,C,6.1,387.99,0
84.99,1,60,0,C,8.45,1463.07,0
89.96,,,,C,20.29,656.174,10
53.18,1,84,0,C,1.1,1987.62,1
239,1,66,0,C,1.19,1151.05,2
209.66,,,,C,17.9,848.856,10
27.99,,,,C,13.55,576.45,10
1038.99,1,66,0,C,7.77,3247.12,0
54.96,,,,B,2.77,960.409,0
464.99,,,,C,4.29,1668.57,1
111.96,1,61,0,C,4.48,4036.378,1
102.96,1,80,0,C,3.03,1788.951,0
19.98,1,62,0,C,5.71,1250.109,5
239,1,62,0,A,0.61,2472.95,0
149.99,,,,C,5.06,1521.859,0
299.99,,,,B,3.94,11042.652,0
131.98,,,,C,19,69,10
71.98,,,,C,14.39,104.95,10
47.48,1,67,0,A,0.52,3386.437,0
56.98,,,,C,4,1792.192,1
73.16,,,,C,2.71,1375.14,1
239,,,,C,12.19,3583,0
836.25,,,,B,3.74,4104.37,0
399.99,1,58,0,C,23.71,1629.87,0
548,,,,C,6.29,2631.435,0
1360.97,0,27,0,C,18.19,600.99,0
206.32,1,56,0,A,0.19,11148.521,0
196,,,,C,13.35,1263.232,4
239,1,99,0,A,0.61,1542.334,0
84.98,,,,A,0.23,2053.47,0
258,,,,C,4.13,1380.98,1
119.95,1,73,0,C,3.94,572.47,1
199,,,,C,2.65,759.98,1
383.99,,,,C,8.32,4732.98,0
79.99,,,,B,1.39,2222.139,0
59.99,,,,C,5.55,4.99,10
183.99,1,52,0,A,0.94,4303.187,0
155.99,1,44,1,A,0.68,6221.6,0
478.97,,,,C,18.13,1673.884,0
139.99,,,,A,0.84,791.99,0
299.99,1,72,0,C,15.65,2012.899,10
122.36,,,,C,2.19,784.98,0
1138.99,1,79,0,C,11.45,446.99,5
78.98,1,88,0,C,20.06,959.419,10
595.59,1,49,0,C,4.81,636.96,2
116.06,,,,A,0.9,2726.884,0
176.99,0,53,0,B,4.16,73.99,0
399.99,1,82,0,C,10.65,1473.779,5
39.99,1,50,0,A,0.13,883.502,0
1349.98,,,,C,23.65,0,10
21.98,1,51,0,A,0.19,401.41,0
788.97,,,,C,20.61,1304.392,10
2000.04,,,,C,1.39,763.14,10
367.271,0,62,0,C,0.19,500.98,10
669.3,,,,C,8.55,6857.81,0
288.99,1,58,0,C,13.19,4018.192,0
101.67,1,73,0,C,9.68,639.945,10
258,1,37,0,B,4.84,2299.77,0
140,1,75,0,C,11.13,3570.97,4
107.97,1,59,0,C,1.45,1456.76,2
112.26,1,62,0,C,9.39,5453.203,3
288.97,1,42,0,B,2.81,4717.089,0
364.69,0,46,0,A,0.26,4101.457,0
129,,,,C,4.71,485.98,0
1425.95,1,41,0,C,7.26,1484.71,0
37.98,0,30,0,C,11.26,695.587,2
769.98,,,,C,4.23,11597.9,1
537.1,,,,C,0.97,3054.097,3
331.21,1,56,1,C,3.19,1122.577,1
69.98,,,,A,0.23,4280.028,0
239,1,71,0,C,17.87,2205.97,8
199.99,,,,A,0.29,3279.589,0
99.17,1,71,0,B,4.84,2431.189,0
56.98,1,76,0,C,23.71,2480.49,10
1565.97,,,,C,6.81,3599.97,10
1064.32,,,,C,8.23,1419.076,0
383.88,1,53,0,C,3.9,1744.59,1
199,,,,C,11,1572.621,10
328,1,,0,C,22.06,1066.96,0
90.21,1,61,0,C,9.32,2807.672,4
29.99,0,96,0,A,0.97,687.97,0
66.98,,,,C,14.42,0,1
224.39,1,63,0,C,12.32,1084.35,3
30.97,,,,C,1.19,4524.992,2
717.84,1,50,0,B,2.58,5719.841,0
870.96,,,,C,15,1235.027,10
217.99,,,,C,5.58,6598.359,0
397.98,1,60,0,C,6.77,1410.99,0
237.48,,,,C,15.45,498.99,0
1045.98,1,50,0,B,2.23,4033,0
140,1,63,0,C,10.52,1898.127,0
229.99,,,,B,2.06,2387.65,0
47.98,,,,C,10.58,3165.463,2
99.98,1,38,0,A,0.87,2269,0
1394.02,,,,C,16.32,2617.194,0
168,1,64,0,A,0.55,6119.027,0
24.99,1,51,0,A,0.19,1462.93,0
57.98,,,,C,20.48,0,10
1363.99,1,61,0,C,14.52,743.94,10
118.67,1,54,0,B,1.94,1562.924,0
97.97,1,70,0,C,15.97,1646.42,10
56,,,,C,5.29,449,2
201.88,,,,A,0.68,1375.49,0
66.98,1,66,0,C,10.29,1756.601,4
79.99,,,,C,10.71,531.31,10
109.99,,,,C,18.19,2861.99,0
140,1,71,0,C,2.16,773.99,1
9.98,,,,C,1.71,6.99,10
59.99,1,71,0,C,3.06,2007.98,1
239,1,68,0,C,3.48,2817.646,2
1043.94,,,,C,0.23,0,10
159.99,,,,C,13.42,1036.39,2
1468.95,1,26,0,C,16.42,1393.99,1
239,,,,C,21.68,1419.484,10
1370.92,,,,C,12.9,7062.924,0
134.99,1,54,1,C,18.42,6081.32,10
66.98,1,48,0,C,6.03,2.95,2
87.26,1,93,0,B,3.1,2225.98,0
280,1,63,0,C,11.55,2031.49,10
697.97,1,59,0,C,3.55,229,1
742.49,1,37,0,C,18.97,868.19,10
529.99,1,70,0,A,0.74,2289.401,0
575.87,1,52,0,A,0.74,6871.318,0
93.96,1,65,0,A,0.32,3534.284,0
31.99,1,91,0,C,17.87,903.627,10
31.98,,,,C,5.65,0,2
59.98,1,,0,C,10.16,841.72,4
1112.17,,,,B,2.55,1591.77,0
984.65,1,62,0,A,0.45,2184.621,0
80.95,1,81,0,C,9.39,0,10
1036.78,,,,C,22.42,0,10
84.56,1,68,0,C,8.26,935.002,0
199.47,1,88,0,C,3.71,478.99,0
239,1,41,0,B,4.87,3321.94,0
549,,,,C,17.03,3613.818,0
787.89,1,57,0,C,16.03,1941.155,10
239,,,,C,17.35,6329.804,0
298,1,46,0,A,0.16,829.97,0
91.95,,,,C,15.45,3225.051,10
82.99,1,87,0,C,21.32,4620.47,0
89.99,,,,C,18.52,766.74,2
134.99,,,,C,6.29,299.99,5
69.99,,,,B,3.35,787,0
814.98,1,52,0,C,12.32,1214.99,4
855.17,1,71,0,C,23.71,752,10
36.98,1,58,0,C,15.84,1864.94,2
445.98,1,48,0,C,14.58,7297.85,0
599.28,1,84,0,C,23.68,1061.437,10
54.99,1,54,0,C,6.48,4727.442,0
314.99,,,,B,1.55,0,0
1824.84,,,,B,2.94,5391.33,0
224.82,1,57,0,C,5.55,4224.532,2
968.96,1,46,0,C,16.03,1059.01,1
89.95,,,,C,2.84,1022.202,10
925.97,1,50,0,C,11.29,3563.54,2
57.98,1,88,0,C,11.39,0,10
107.95,1,78,0,C,9.87,840.95,1
49.98,1,63,0,A,0.45,1623.964,0
1866.89,,,,C,6.06,3314.71,0
109,,,,A,0.77,1899.92,0
73.96,,,,B,1.29,2006.031,0
643.94,,,,C,9.84,183.01,0
1499.98,1,76,0,C,8.06,3277.97,0
549.99,1,56,0,C,12.23,4717.134,5
169.99,,,,B,3.35,3539.92,0
348.95,,,,C,7.29,3650.96,2
3552.39,1,50,0,A,0.13,3357.22,0
125.99,1,73,0,C,10.45,569.95,2
921.5,1,84,0,B,4.97,11597.9,0
119.99,,,,B,0.97,0,0
691.86,,,,C,9.1,5249.694,0
109.99,1,,0,A,0.71,5.9,0
1348.11,1,44,0,C,15.39,879.99,4
1227.01,1,56,0,B,2.74,1436.429,0
319.95,1,48,0,B,3.94,723.98,0
87.26,,,,C,23.68,709.469,10
257.99,0,69,0,C,2,463.99,10
1623.6,,,,C,5.65,4075.98,0
139.99,1,62,0,C,6.29,3984.035,4
36.98,1,65,0,C,14.77,2746.97,1
51.98,1,60,0,C,3.13,4139.208,10
189.99,,,,C,8.26,917.99,0
1562.37,1,47,0,A,1,5613.404,0
71.18,1,57,0,B,2.65,2350.18,0
64.99,1,52,0,C,10.42,3548.36,10
66.98,,,,C,11.32,2143.912,10
1049.99,1,49,0,B,1.32,9267.822,0
348.95,1,72,0,B,1.35,1499.89,0
14.99,1,57,0,B,3.32,2274.38,0
319.98,,,,C,2.26,188.95,0
119.29,,,,C,11.84,3474.431,0
101.94,1,54,0,A,0.35,284.94,0
129,,,,C,3.32,544,1
1197.99,1,55,0,C,6.16,3167.464,0
589.28,1,87,0,C,11.19,2516.18,4
69.99,1,70,0,C,15.13,11597.9,2
29.97,1,20,0,C,3.06,3035.591,1
59.99,1,87,0,C,2.32,4320.44,1
253.97,1,67,0,A,0.26,3980.094,0
1259.11,1,46,0,C,18.61,2123.577,10
2745.52,,,,C,14.58,5629.341,0
907.88,1,58,0,B,3.13,388.43,0
129.99,1,66,0,B,1.52,3188.01,0
66.98,1,77,0,C,7.97,0,3
988.59,,,,C,15.45,2315.88,5
30.99,1,60,0,A,0.84,1878.62,0
3581.88,,,,B,2.03,1668.482,0
372.65,1,,0,B,1.16,0,0
79.96,1,80,0,B,1.68,1741.621,0
513.49,,,,C,10.26,2110.99,10
469.98,1,61,0,A,0.55,1248.91,0
142.48,1,57,0,C,12.32,1798.041,0
81.97,1,43,0,B,3.19,1675.98,0
427.96,,,,B,1.87,500.99,0
802.98,1,57,1,C,18.23,2632.181,0
1180.55,1,52,0,C,14.84,3507.414,10
1685.93,,,,C,10.03,1149.617,10
255.068,1,64,0,C,21.1,5011.812,0
603.4,,,,C,12.94,1235.49,2
1125.28,1,61,0,C,11.74,1932.147,0
17.99,1,63,0,B,4.35,2330.07,0
1919.03,1,56,0,C,23.71,5669.792,1
103.96,1,65,0,C,20.16,1810.121,0
115.6,,,,A,0.71,4877.93,0
269.95,1,74,0,C,11.23,1800.107,0
749.99,1,55,0,C,7.26,11597.9,0
989,1,51,0,B,2.61,11597.9,0
149.99,1,,0,B,1.45,641.97,0
277.95,,,,B,3.87,788.99,0
59.99,,,,C,9.32,577,0
39.99,0,72,0,C,14.29,721.987,0
107.99,,,,C,20.19,776,0
579.99,1,59,0,C,10.48,1529.474,0
87.26,,,,C,3.55,1698.712,1
4794,1,55,0,A,0.13,8081.04,0
66.98,1,63,0,C,1.77,94.98,3
136,1,,0,C,19,3027.45,10
519,1,60,0,C,8.06,4738.072,5
105.96,,,,B,1.03,0,0
129.94,1,57,0,C,16.35,1409.819,10
66.49,1,91,0,C,9.32,1443.712,4
1139.74,1,59,0,C,4.16,2299.67,8
99.98,,,,B,2.84,2027.654,0
159.99,,,,C,6.19,3876.264,2
79.99,,,,C,6.16,0,2
164.95,1,74,0,B,2.55,4841.367,0
937.6,1,62,0,C,20.9,6712.454,0
381.92,1,48,0,B,4.29,2234.91,0
193.16,1,48,0,C,11.45,5050.522,2
152.94,,,,C,11.55,0,10
89.99,1,90,0,A,0.13,1856.18,0
1633.82,1,41,0,A,0.65,7245.503,0
1275.73,1,66,0,C,16.97,1261.41,0
16.99,,,,C,6.39,5637.08,0
788.95,,,,C,13.9,6635.547,1
1029.98,1,38,0,C,4.45,8006.825,1
119.99,,,,C,12.45,3215.47,5
139.99,,,,A,0.29,731.99,0
1077.28,,,,C,19.29,7419.287,10
19.98,1,44,0,C,4.94,5186.232,1
508.79,1,93,0,C,18.65,850.99,2
19.99,1,61,0,C,6.65,2698.835,3
229.6,1,62,0,C,10.94,8272.601,1
315.6,,,,C,13.23,352,0
668.96,1,67,0,C,12.74,0,5
199.99,1,46,0,A,0.58,1982.358,0
929.38,,,,B,2.94,6336.117,0
791.86,1,78,0,B,2.81,0,0
75.99,,,,A,0.29,2145.184,0
64.99,1,40,0,C,3.29,1610.229,1
139.98,,,,A,0.87,2627.39,0
140,,,,C,11.23,1139,10
129.99,,,,A,0.19,2726.55,0
67.97,,,,C,5.97,158.93,2
5784.03,1,57,0,A,0.13,11597.9,0
855,,,,B,3.39,6439,0
212.404,,,,C,16.06,1499.611,0
258,1,71,0,C,3.45,988.58,10
399.99,1,50,0,C,4.29,232.98,1
59,,,,C,13.52,514.98,5
29.99,1,58,0,C,7.84,1914.19,2
122.97,1,44,0,B,2.35,4397.67,0
86.98,,,,A,0.35,2504.99,0
1112.95,1,55,0,C,13.35,2735.896,0
74.99,1,62,0,C,1.81,2429.41,10
19.99,,,,C,8.52,1364.53,0
1641.98,,,,B,2.29,4989.256,0
110,,,,C,11.39,1329.66,4
29.99,1,54,0,C,0.26,4910.48,2
59.99,,,,C,16.26,684.97,0
157.96,1,88,0,C,10.74,3652.892,0
228.99,1,59,0,C,11.71,732.97,10
104.39,1,69,0,B,4.42,1956,0
44.73,,,,B,1.13,678.99,0
29.99,1,40,1,C,11.65,1848.424,1
69.99,1,62,0,C,4.77,716.95,1
101.67,1,69,0,C,4.45,2303.509,1
203.34,1,84,0,B,1.87,1925.486,0
97.97,1,59,0,C,9.13,1334.8,3
125.97,1,97,1,C,19.61,1308.436,10
37.99,1,87,0,C,21.58,1338.94,0
89,,,,C,4.35,3693.36,1
239,1,62,0,C,7.52,431.99,3
179,,,,C,6.48,1176.95,0
59,,,,C,7.03,6489.79,0
349.99,1,53,0,C,19.23,5847.687,0
39.98,1,63,0,C,22.1,733.84,10
177.817,1,65,0,C,6.23,1068.97,2
35.99,,,,C,1.52,72.71,10
24.99,,,,C,23.42,754.935,10
27.99,1,43,0,C,5.58,2986.401,10
57.98,,,,C,23.71,805.469,10
37.98,1,67,0,C,8.29,716.97,0
738.96,1,72,0,C,11.23,1354.21,0
59.99,1,58,0,C,4.39,6.99,1
66.98,1,63,0,C,7.52,900.98,1
149.99,1,52,0,C,12.23,3432.909,0
74.98,0,51,0,A,0.13,1813.527,0
113,,,,C,9.48,2346.98,0
613.97,1,41,0,C,20.35,1017.75,3
24.99,1,87,0,B,1.71,2880.56,0
698.97,1,78,0,C,14.87,1732.221,0
97.98,1,51,1,A,0.26,355.98,0
1190.95,1,44,0,C,10,2984.521,0
839.96,1,34,0,A,0.71,5675.018,0
87.26,1,50,0,B,3.58,1440.3,0
299.98,1,43,0,B,2.06,5510.11,0
57.98,1,54,0,C,3.94,0,1
292.99,1,59,0,C,6.52,1385.31,0
2699,1,56,0,C,12.16,5542.467,0
71.18,1,97,0,C,9.9,1370.919,5
147.92,1,58,0,C,6.61,4868.632,5
76.98,1,46,0,C,18.39,2306.49,0
786.05,1,68,0,A,0.45,1452.178,0
73.88,,,,C,17.48,2876.81,10
149.99,,,,B,2.52,1781.25,0
136.671,,,,B,2.94,1462.702,0
634.19,1,88,0,C,6.29,5815.096,2
3001.98,1,45,0,C,11.81,3143.839,1
369.99,1,62,0,B,2.87,446.99,0
199.98,,,,C,21.52,2541.924,0
127.97,,,,B,1.19,2439.479,0
139.98,1,59,0,C,8.26,1668.99,0
349.99,,,,A,0.39,4752.16,0
34.99,,,,A,0.84,2816.71,0
389.96,1,35,0,B,1.26,1828.4,0
1469.95,,,,A,0.52,3180.779,0
4.99,0,34,0,C,6.45,0,2
700.79,1,60,0,B,1.48,1414.15,0
129,,,,C,8.06,0,3
1592.54,1,51,0,B,2.19,3756.107,0
55.98,1,56,0,B,3.87,539.97,0
129,,,,C,10.87,625.98,4
29.74,,,,C,18.48,3519.6,2
99.99,,,,B,3,6485.794,0
584.98,1,69,0,B,2.16,6594.266,0
1016.57,,,,A,0.48,4902.631,0
36.98,1,50,0,C,5.58,139.99,0
99.99,1,41,0,B,2.87,4431.408,0
104.4,1,44,0,C,0.42,0,10
128.817,1,78,0,C,5.29,2031.92,0
119.99,,,,C,8.39,2857.485,0
110.99,1,,1,C,5.39,0,2
15.99,1,68,0,C,0.52,9790.094,3
458.97,1,57,0,B,2.26,3128.24,0
979.99,1,28,1,B,2.39,3625.31,0
128.96,1,68,0,B,2.58,5440.932,0
924.26,1,49,0,B,1.29,5539.657,0
107.82,,,,C,16.35,501.114,10
179,1,34,0,C,7.1,1101.91,2
33.98,1,32,1,C,3.39,792.33,1
860.15,1,51,1,C,9.26,1787.99,0
290.49,1,59,0,A,0.13,3809.204,0
124.99,,,,A,0.61,2243.22,0
267.99,1,38,0,C,3.97,0,1
38.98,1,40,0,C,7.45,517.61,3
139.97,0,40,0,A,0.23,715.93,0
821.39,,,,C,17.68,668,0
19.98,1,58,0,B,1.94,1440.98,0
276.552,,,,C,11.13,1981.884,0
129,1,29,0,C,23.71,490.99,2
758.96,1,67,0,C,8.61,2829.27,0
1153.97,1,69,0,B,4.19,5713.651,0
87.26,1,76,0,C,9.32,0,4
239,1,64,0,C,12.87,1672.98,10
109.95,1,57,0,C,3.71,1000.17,0
249.95,1,77,0,C,5.39,1325.577,2
105.96,1,55,1,C,8.32,58.52,10
179,1,50,0,C,16.23,1723.49,10
60.27,,,,C,19.58,588,10
288,1,63,0,C,3.48,1894.94,10
748.98,,,,B,2.13,2553.11,0
17.99,1,72,0,C,2.52,2878.591,0
89,,,,C,7,2988,1
72.88,1,78,0,C,9.68,1437.387,0
190.402,1,69,0,C,12.13,508.99,0
31.98,1,55,0,B,2.1,0,0
109.99,,,,C,9.39,2167.97,0
96.96,1,51,0,B,1.13,11597.9,0
530,,,,C,18.71,495.08,0
115.99,1,49,0,C,5.77,8307.511,0
51.97,1,86,0,B,3.9,700.97,0
59.99,1,61,0,C,5.32,828.89,2
39.99,0,31,0,A,0.13,313.59,0
140,1,48,0,B,4.84,1004.9,0
488.97,1,64,0,C,5.32,5042.69,0
92.95,1,59,0,C,13.35,5662.584,2
837.96,,,,C,11.58,1161.45,5
813.97,1,65,0,B,3.81,3406.591,0
1023.68,,,,B,1.26,3108.122,0
199,,,,C,5.97,1375.372,10
59.99,,,,A,0.13,3298.557,0
299.99,,,,C,19.65,1882.95,2
538.98,,,,C,11.45,3257.43,1
37.98,,,,C,13.1,3877.382,0
518.79,,,,B,3.48,2016.73,0
207.99,1,34,0,C,2.84,1062.99,10
39.99,,,,A,0.9,350.99,0
988,,,,C,13.06,593.99,10
21.99,1,41,0,C,18.81,0,8
597.99,1,59,0,A,0.13,654.49,0
253.16,1,50,0,A,0.19,2993.981,0
413.45,1,55,0,C,23.71,3045.827,0
675.66,,,,B,4.55,524.64,0
32.99,1,44,0,C,15.13,3500.98,3
387.99,,,,A,0.55,1088.97,0
924.87,1,67,0,C,5.23,2364.4,0
119.99,,,,C,9.26,3762.66,0
89.98,1,59,0,B,1.61,812.98,0
89.99,1,66,0,C,6.84,1617.258,2
237.49,,,,A,0.52,0,0
69.99,,,,C,12.29,1654.96,5
149.99,1,62,0,C,22.9,4468.96,3
